concern_id,concern,bridge_tag,signal_cluster,domain,persona,has_signal_cluster_text,issue
CONCERN_ACA_2347,Students Panicking During Examinations,THINKING_QUALITY,Panic Responses,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2348,Analytical Thinking Under Time Pressure,THINKING_QUALITY,Delayed Reasoning,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2349,Students Making Poor Decisions Under Stress,THINKING_QUALITY,Impulsive Decision-Making,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2350,Complexity in Competitive Questions,THINKING_QUALITY,Cognitive Overload,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2351,Exam Strategy Execution,THINKING_QUALITY,Poor Attempt Sequencing,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2352,Students Unable to Recover After Mistakes During Exams,THINKING_QUALITY,Performance Shutdown,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2353,Adaptive Thinking During Difficult Questions,THINKING_QUALITY,Cognitive Rigidity,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2354,Error Recognition During Assessments,THINKING_QUALITY,Repeated Accuracy Failures,Thinking Quality Under Pressure,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_THI_2355,Students Showing High Stress Reactivity Before Exams,EXAMINATION_STRESS,Panic Indicators,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2356,Emotional Breakdown Affecting Academic Performance,EXAMINATION_STRESS,Emotional Collapse,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2357,Emotional Regulation During Classroom Pressure,EXAMINATION_STRESS,Reactive Emotional Responses,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2358,Stress Spillover Affecting Daily Classroom Stability,EXAMINATION_STRESS,Ongoing Anxiety Signals,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2359,Slow Emotional Recovery After Poor Scores,EXAMINATION_STRESS,Withdrawal After Failure,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2360,Students Unable to Cope with Continuous Assessments,EXAMINATION_STRESS,Chronic Stress Build-Up,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2361,Emotional Insight in Students Under Stress,EXAMINATION_STRESS,Hidden Emotional Triggers,Examination Stress & Emotional Regulation,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_EXA_2362,Students Losing Confidence After Comparison,CONFIDENCE_SELF,Inferiority Feelings,"Confidence, Self-Concept & Comparison",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2363,Fear of Negative Evaluation in Classroom Participation,CONFIDENCE_SELF,Participation Hesitation,"Confidence, Self-Concept & Comparison",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2364,Confidence Stability Across Academic Situations,CONFIDENCE_SELF,Situation-Based Confidence Drops,"Confidence, Self-Concept & Comparison",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2365,Students Overdependent on External Validation,CONFIDENCE_SELF,Approval-Seeking Behavior,"Confidence, Self-Concept & Comparison",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_CON_2366,Persistent Self-Doubt Affecting Performance,CONFIDENCE_SELF,Fear-Based Withdrawal,"Confidence, Self-Concept & Comparison",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ADJ_2372,Emotional Regulation in Peer Interactions,SOCIAL_EMOTIONAL,Reactive Social Behavior,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2373,Trust Building Among Students,SOCIAL_EMOTIONAL,Social Hesitation,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2374,Inclusion Sensitivity in Group Activities,SOCIAL_EMOTIONAL,Group Exclusion Patterns,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2375,Understanding Emotional Needs of Peers,SOCIAL_EMOTIONAL,Limited Empathy Signals,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2376,Students Escalating Conflicts Emotionally,SOCIAL_EMOTIONAL,Reactive Communication,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2377,Collaboration During Academic Tasks,SOCIAL_EMOTIONAL,Team Coordination Gaps,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2378,Students Struggling to Express Academic Difficulties Openly,SOCIAL_EMOTIONAL,Hidden Learning Distress,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2379,Emotional Resilience During Peer Competition,SOCIAL_EMOTIONAL,Comparison-Induced Stress,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2380,Group Dynamics in Collaborative Learning,SOCIAL_EMOTIONAL,Uneven Participation Patterns,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2381,Students Becoming Socially Withdrawn After Failure,SOCIAL_EMOTIONAL,Avoidance Behaviors,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2382,Emotional Boundaries Among Students,SOCIAL_EMOTIONAL,Emotional Spillover,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2383,Encouraging Respectful Peer Communication,SOCIAL_EMOTIONAL,Harsh Interaction Patterns,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2384,Students Overreacting to Minor Academic Setbacks,SOCIAL_EMOTIONAL,Emotional Escalation,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2385,Perspective-Taking During Team Activities,SOCIAL_EMOTIONAL,Low Peer Awareness,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2386,Students Avoiding Leadership Roles in Group Work,SOCIAL_EMOTIONAL,Hesitation in Initiative,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2387,Relationship Stability Among Peer Groups,SOCIAL_EMOTIONAL,Conflict-Prone Interactions,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2388,Supporting Students with Social Anxiety in Classrooms,SOCIAL_EMOTIONAL,Social Fear Signals,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2389,Students Struggling to Handle Criticism Constructively,SOCIAL_EMOTIONAL,Defensive Reactions,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2390,Social Inclusion During Collaborative Activities,SOCIAL_EMOTIONAL,Group Isolation Patterns,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2391,Emotional Contagion in Classrooms,SOCIAL_EMOTIONAL,Shared Emotional Escalation,Social & Emotional Intelligence,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_SOC_2392,Motivation Persistence During Long-Term Preparation,MOTIVATION_VALUES,Declining Persistence,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2393,Students Depending Entirely on External Motivation,MOTIVATION_VALUES,Passive Learning Reliance,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2394,Sense of Responsibility Toward Academic Goals,MOTIVATION_VALUES,Passive Goal Engagement,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2395,Motivation After Repeated Failures,MOTIVATION_VALUES,Learned Helplessness Signals,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2396,Students Showing Reduced Initiative in Learning Activities,MOTIVATION_VALUES,Reduced Participation,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2397,Persistence During Difficult Problem Solving,MOTIVATION_VALUES,Early Withdrawal Patterns,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2398,Encouraging Self-Driven Revision Habits,MOTIVATION_VALUES,Inconsistent Revision Patterns,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2399,Students Losing Interest After Initial Enthusiasm,MOTIVATION_VALUES,Engagement Decline,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2400,Alignment Between Academic Effort and Personal Goals,MOTIVATION_VALUES,Meaning Ambiguity,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_MOT_2401,Building Long-Term Academic Commitment,MOTIVATION_VALUES,Goal Disengagement,"Motivation, Values & Responsibility",Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2407,Students Unable to Balance Screen Time and Studies,LIFESTYLE_PRESSURE,Digital Distraction,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2408,Sleep Discipline Affecting Academic Performance,LIFESTYLE_PRESSURE,Fatigue Indicators,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2409,Healthy Study-Life Balance,LIFESTYLE_PRESSURE,Burnout Risk Signals,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2410,Students Showing Burnout Symptoms During Competitive Preparation,LIFESTYLE_PRESSURE,Mental Exhaustion,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2411,Physical Wellbeing Due to Academic Pressure,LIFESTYLE_PRESSURE,Physical Fatigue Signals,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2412,Emotional Stability During Heavy Schedules,LIFESTYLE_PRESSURE,Emotional Exhaustion,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2413,Students Becoming Dependent on Constant Supervision,LIFESTYLE_PRESSURE,Passive Learning Reliance,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2414,Routine Stability During Holidays and Breaks,LIFESTYLE_PRESSURE,Schedule Breakdown,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2415,Academic Pressure Alongside Extracurriculars,LIFESTYLE_PRESSURE,Scheduling Conflicts,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2416,Students Showing Emotional Exhaustion Despite Good Scores,LIFESTYLE_PRESSURE,Silent Burnout Signals,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2417,Stress Recovery After Intensive Academic Cycles,LIFESTYLE_PRESSURE,Delayed Recovery Patterns,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2419,Students Becoming Mentally Fatigued During Long Study Sessions,LIFESTYLE_PRESSURE,Mental Exhaustion,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_DIS_2421,Long-Term Wellness Alongside Academic Goals,LIFESTYLE_PRESSURE,Burnout Risk Patterns,Lifestyle & Pressure Environment,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_LIF_2422,Academic Identity Formation During Adolescence,ACADEMIC_IDENTITY,Direction Ambiguity,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2423,Students Unable to Connect Learning with Future Goals,ACADEMIC_IDENTITY,Reduced Academic Meaningfulness,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,ACADEMIC_IDENTITY,Passive Career Decision-Making,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2425,Building Self-Driven Career Exploration,ACADEMIC_IDENTITY,Career Ambiguity,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2426,Students Feeling Academically Directionless Despite Performance,ACADEMIC_IDENTITY,Meaninglessness Signals,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2427,Choosing Academic Streams,ACADEMIC_IDENTITY,Decision Paralysis,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2428,Students Following Peer-Driven Career Decisions,ACADEMIC_IDENTITY,External Influence Dependence,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2429,Long-Term Goal Commitment,ACADEMIC_IDENTITY,Directional Inconsistency,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
CONCERN_ACA_2430,Balancing Passion and Practical Career Choices,ACADEMIC_IDENTITY,Decision Conflict Signals,Academic Identity & Meaning,Teacher / Educator,yes,concern bridge_tag not present in signal ontology
