capability_concern_id,capability_name,problem_concern_id,problem_name,confidence_score,mapping_reason
CONCERN_STA_1305,Student Goal Clarity And Direction,CONCERN_STA_1305,Goal Clarity Visibility Weakness,0.85,"display_label is a capability (""Student Goal Clarity and Direction"") whose concern_category is a deficit-state (""Goal Clarity Visibility Weakness""); topical overlap 0.50"
CONCERN_STE_2108,Interpreting Literature And Passages,CONCERN_STE_2108,Passage Interpretation Difficulty,0.7,"display_label is a capability (""Interpreting Literature and Passages"") whose concern_category is a deficit-state (""Passage Interpretation Difficulty""); topical overlap 0.00"
CONCERN_STE_2189,Students With Poor Homework Discipline,CONCERN_STE_2189,Homework Discipline Weakness,0.97,"display_label is a capability (""Students with Poor Homework Discipline"") whose concern_category is a deficit-state (""Homework Discipline Weakness""); topical overlap 1.00"
CONCERN_STE_2218,Handling Students With Weak Scientific Inquiry Skills,CONCERN_STE_2218,Scientific Inquiry Weakness,0.97,"display_label is a capability (""Handling Students with Weak Scientific Inquiry Skills"") whose concern_category is a deficit-state (""Scientific Inquiry Weakness""); topical overlap 1.00"
CONCERN_STE_2266,Managing Students With Weak Participation in Experiential Learning,CONCERN_STE_2266,Practical Participation Weakness,0.775,"display_label is a capability (""Managing Students with Weak Participation in Experiential Learning"") whose concern_category is a deficit-state (""Practical Participation Weakness""); topical overlap 0.25"
CONCERN_STE_2456,Handling Students With Weak Academic Confidence in English,CONCERN_STE_2456,English Confidence Weakness,0.9,"display_label is a capability (""Handling Students with Weak Academic Confidence in English"") whose concern_category is a deficit-state (""English Confidence Weakness""); topical overlap 0.67"
CONCERN_STR_219,Identifying Careers Aligned to Personality,CONCERN_STR_219,Personality-Career Misalignment,0.76,"display_label is a capability (""Identifying Careers Aligned to Personality"") whose concern_category is a deficit-state (""Personality-Career Misalignment""); topical overlap 0.20"
CONCERN_STR_267,Applying Skills in Real-World Scenarios,CONCERN_STR_267,Real-World Skill Application Weakness,0.8,"display_label is a capability (""Applying Skills in Real-World Scenarios"") whose concern_category is a deficit-state (""Real-World Skill Application Weakness""); topical overlap 0.33"
CONCERN_STR_310,Sustain Long-Term Learning Discipline,CONCERN_STR_310,Sustainable Learning Discipline Weakness,0.85,"display_label is a capability (""Sustain Long-Term Learning Discipline"") whose concern_category is a deficit-state (""Sustainable Learning Discipline Weakness""); topical overlap 0.50"
CONCERN_STR_565,Building Visibility For Contributions,CONCERN_STR_565,Contribution Visibility Deficit,0.8,"display_label is a capability (""Building Visibility for Contributions"") whose concern_category is a deficit-state (""Contribution Visibility Deficit""); topical overlap 0.33"
CONCERN_STR_766,Executive Communication,CONCERN_STR_766,Executive Communication Anxiety,0.9,"display_label is a capability (""Executive Communication"") whose concern_category is a deficit-state (""Executive Communication Anxiety""); topical overlap 0.67"
CONCERN_STR_791,Balancing Leadership Expectations With Personal Wellbeing,CONCERN_STR_791,Leadership-Life Imbalance,0.75,"display_label is a capability (""Balancing Leadership Expectations with Personal Wellbeing"") whose concern_category is a deficit-state (""Leadership-Life Imbalance""); topical overlap 0.17"
CONCERN_STR_800,"Holistic Alignment Between Leadership, Identity, And Long-Term Growth",CONCERN_STR_800,Mid-Career Leadership Imbalance,0.7375,"display_label is a capability (""Holistic Alignment Between Leadership, Identity, and Long-Term Growth"") whose concern_category is a deficit-state (""Mid-Career Leadership Imbalance""); topical overlap 0.13"
CONCERN_STR_803,Emotional Isolation in Leadership Roles,CONCERN_STR_803,Leadership Isolation Anxiety,0.82,"display_label is a capability (""Emotional Isolation in Leadership Roles"") whose concern_category is a deficit-state (""Leadership Isolation Anxiety""); topical overlap 0.40"
CONCERN_STR_826,Build Psychological Safety Across Diverse Teams,CONCERN_STR_826,Psychological Safety Weakness,0.85,"display_label is a capability (""Build Psychological Safety Across Diverse Teams"") whose concern_category is a deficit-state (""Psychological Safety Weakness""); topical overlap 0.50"
CONCERN_STR_834,Build Leadership Influence Without Positional Authority,CONCERN_STR_834,Non-Hierarchical Influence Weakness,0.7429,"display_label is a capability (""Build Leadership Influence Without Positional Authority"") whose concern_category is a deficit-state (""Non-Hierarchical Influence Weakness""); topical overlap 0.14"
CONCERN_STR_854,Reinventing Leadership Identity Mid-Career,CONCERN_STR_854,Leadership Reinvention Anxiety,0.7429,"display_label is a capability (""Reinventing Leadership Identity Mid-Career"") whose concern_category is a deficit-state (""Leadership Reinvention Anxiety""); topical overlap 0.14"
CONCERN_STR_862,Build Executive Presence Consistently,CONCERN_STR_862,Executive Presence Deficit,0.97,"display_label is a capability (""Build Executive Presence Consistently"") whose concern_category is a deficit-state (""Executive Presence Deficit""); topical overlap 1.00"
CONCERN_STR_864,Leading Cross-Functional Transformation,CONCERN_STR_864,Transformation Leadership Anxiety,0.76,"display_label is a capability (""Leading Cross-Functional Transformation"") whose concern_category is a deficit-state (""Transformation Leadership Anxiety""); topical overlap 0.20"
CONCERN_STR_870,Handling Board-Level Expectations,CONCERN_STR_870,Board-Level Communication Anxiety,0.82,"display_label is a capability (""Handling Board-Level Expectations"") whose concern_category is a deficit-state (""Board-Level Communication Anxiety""); topical overlap 0.40"
CONCERN_STR_873,Emotional Isolation in Leadership Roles,CONCERN_STR_873,Leadership Isolation Anxiety,0.82,"display_label is a capability (""Emotional Isolation in Leadership Roles"") whose concern_category is a deficit-state (""Leadership Isolation Anxiety""); topical overlap 0.40"
CONCERN_STR_882,Build Scalable Organizational Culture,CONCERN_STR_882,Culture Building Weakness,0.85,"display_label is a capability (""Build Scalable Organizational Culture"") whose concern_category is a deficit-state (""Culture Building Weakness""); topical overlap 0.50"
CONCERN_STR_893,Leadership Clarity During Ambiguous Situations,CONCERN_STR_893,Ambiguity Decision Stress,0.7,"display_label is a capability (""Leadership Clarity During Ambiguous Situations"") whose concern_category is a deficit-state (""Ambiguity Decision Stress""); topical overlap 0.00"
CONCERN_STR_898,Build Leadership Continuity During Succession Planning,CONCERN_STR_898,Succession Stability Weakness,0.775,"display_label is a capability (""Build Leadership Continuity During Succession Planning"") whose concern_category is a deficit-state (""Succession Stability Weakness""); topical overlap 0.25"
CONCERN_STR_902,Build Enterprise-Wide Decision Alignment,CONCERN_STR_902,Decision Alignment Weakness,0.85,"display_label is a capability (""Build Enterprise-Wide Decision Alignment"") whose concern_category is a deficit-state (""Decision Alignment Weakness""); topical overlap 0.50"
CONCERN_STR_906,Develop Strategic Leadership Bench Strength,CONCERN_STR_906,Leadership Bench Weakness,0.85,"display_label is a capability (""Develop Strategic Leadership Bench Strength"") whose concern_category is a deficit-state (""Leadership Bench Weakness""); topical overlap 0.50"
CONCERN_STR_915,Balancing Leadership Assertiveness With Empathy,CONCERN_STR_915,Assertiveness-Empathy Imbalance,0.85,"display_label is a capability (""Balancing Leadership Assertiveness with Empathy"") whose concern_category is a deficit-state (""Assertiveness-Empathy Imbalance""); topical overlap 0.50"
CONCERN_STR_922,Build Cross-Business Strategic Alignment,CONCERN_STR_922,Cross-Business Alignment Weakness,0.925,"display_label is a capability (""Build Cross-Business Strategic Alignment"") whose concern_category is a deficit-state (""Cross-Business Alignment Weakness""); topical overlap 0.75"
CONCERN_STR_925,Balancing Governance Requirements With Strategic Agility,CONCERN_STR_925,Governance-Agility Conflict,0.82,"display_label is a capability (""Balancing Governance Requirements with Strategic Agility"") whose concern_category is a deficit-state (""Governance-Agility Conflict""); topical overlap 0.40"
CONCERN_STR_926,Build Strategic Consensus Across Leadership Groups,CONCERN_STR_926,Strategic Consensus Weakness,0.85,"display_label is a capability (""Build Strategic Consensus Across Leadership Groups"") whose concern_category is a deficit-state (""Strategic Consensus Weakness""); topical overlap 0.50"
CONCERN_STR_930,Build Leadership Agility During Rapid Market Changes,CONCERN_STR_930,Leadership Agility Weakness,0.82,"display_label is a capability (""Build Leadership Agility During Rapid Market Changes"") whose concern_category is a deficit-state (""Leadership Agility Weakness""); topical overlap 0.40"
CONCERN_STR_938,Building Leadership Legacy Across The Organization,CONCERN_STR_938,Leadership Legacy Anxiety,0.85,"display_label is a capability (""Building Leadership Legacy Across the Organization"") whose concern_category is a deficit-state (""Leadership Legacy Anxiety""); topical overlap 0.50"
CONCERN_STR_944,Leading Enterprise-Wide Transformation Narratives,CONCERN_STR_944,Enterprise Narrative Weakness,0.76,"display_label is a capability (""Leading Enterprise-Wide Transformation Narratives"") whose concern_category is a deficit-state (""Enterprise Narrative Weakness""); topical overlap 0.20"
CONCERN_STR_951,Internal Leadership Competition Constructively,CONCERN_STR_951,Leadership Competition Stress,0.85,"display_label is a capability (""Internal Leadership Competition Constructively"") whose concern_category is a deficit-state (""Leadership Competition Stress""); topical overlap 0.50"
CONCERN_STR_954,Build Multi-Layer Leadership Accountability,CONCERN_STR_954,Distributed Accountability Weakness,0.775,"display_label is a capability (""Build Multi-Layer Leadership Accountability"") whose concern_category is a deficit-state (""Distributed Accountability Weakness""); topical overlap 0.25"
CONCERN_STR_958,Build Future-Ready Leadership Ecosystems,CONCERN_STR_958,Future Leadership Ecosystem Weakness,0.82,"display_label is a capability (""Build Future-Ready Leadership Ecosystems"") whose concern_category is a deficit-state (""Future Leadership Ecosystem Weakness""); topical overlap 0.40"
CONCERN_STU_1265,Aligning Curriculum Delivery With Competency Outcomes,CONCERN_STU_1265,Curriculum-Competency Disconnect,0.8,"display_label is a capability (""Aligning Curriculum Delivery with Competency Outcomes"") whose concern_category is a deficit-state (""Curriculum-Competency Disconnect""); topical overlap 0.33"
CONCERN_STU_1288,Visibility Into Student Motivation Changes Over Time,CONCERN_STU_1288,Motivation Visibility Deficit,0.85,"display_label is a capability (""Visibility into Student Motivation Changes Over Time"") whose concern_category is a deficit-state (""Motivation Visibility Deficit""); topical overlap 0.50"
CONCERN_STU_1356,Time Management Before Exams,CONCERN_STU_1356,Preparation Gaps,0.7,"display_label is a capability (""time management before exams"") whose concern_category is a deficit-state (""Preparation Gaps""); topical overlap 0.00"
CONCERN_STU_1415,Confidence in Personal Abilities,CONCERN_STU_1415,Self-Belief Deficit,0.7,"display_label is a capability (""confidence in personal abilities"") whose concern_category is a deficit-state (""Self-Belief Deficit""); topical overlap 0.00"
CONCERN_STU_1421,Problem-solving And Practical Thinking,CONCERN_STU_1421,Practical Thinking Gap,0.9,"display_label is a capability (""problem-solving and practical thinking"") whose concern_category is a deficit-state (""Practical Thinking Gap""); topical overlap 0.67"
CONCERN_SUB_1360,Reading Comprehension Skills,CONCERN_SUB_1360,Comprehension Gap,0.85,"display_label is a capability (""reading comprehension skills"") whose concern_category is a deficit-state (""Comprehension Gap""); topical overlap 0.50"
CONCERN_TEA_1483,Confidence Among First-generation Learners,CONCERN_TEA_1483,Identity Insecurity,0.7,"display_label is a capability (""confidence among first-generation learners"") whose concern_category is a deficit-state (""Identity Insecurity""); topical overlap 0.00"
CONCERN_THI_1150,Building Long-Term Workplace Stability,CONCERN_THI_1150,Workplace Stability Anxiety,0.9,"display_label is a capability (""Building Long-Term Workplace Stability"") whose concern_category is a deficit-state (""Workplace Stability Anxiety""); topical overlap 0.67"
