bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
PERFORMANCE_REFLECTION,1,YELLOW,1,"personal_values_signals","Identity Intelligence",40,0.147,"personal reflection","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","PERFORMANCE_REFLECTION -> Identity Intelligence -> personal_values_signals"
PERFORMANCE_REFLECTION,1,YELLOW,2,"work_life_balance_signals","Wellbeing Intelligence",40,0.1362,"personal inability performance","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","PERFORMANCE_REFLECTION -> Wellbeing Intelligence -> work_life_balance_signals"
PERFORMANCE_REFLECTION,1,YELLOW,3,"structured_learning_signals","Learning Intelligence",40,0.1328,"study","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","PERFORMANCE_REFLECTION -> Learning Intelligence -> structured_learning_signals"
COGNITIVE_WELLNESS,1,GREEN,1,"wellness_balance_signals","Wellbeing Intelligence",40,0.2919,"wellnes fatigue awarenes cognitive","Integrated Wellbeing Stability | Holistic Wellness Alignment | Holistic Energy Management | Burnout Prevention Awareness | Stress Load Regulation","COGNITIVE_WELLNESS -> Wellbeing Intelligence -> wellness_balance_signals"
COGNITIVE_WELLNESS,1,GREEN,2,"wellness_consistency_signals","Wellbeing Intelligence",40,0.2385,"wellnes cognitive awarenes","Lifelong Wellness Sustainability | Holistic Wellness Integration | Integrated Recovery Planning | Wellness Identity Integration | Sustainable Productivity Routine","COGNITIVE_WELLNESS -> Wellbeing Intelligence -> wellness_consistency_signals"
COGNITIVE_WELLNESS,1,GREEN,3,"holistic_health_signals","Wellbeing Intelligence",40,0.1876,"wellnes awarenes cognitive","Holistic Thriving Capacity | Holistic Functionality Stability | Holistic Burnout Prevention | Integrated Resilience Stability | Sleep Recovery Consistency","COGNITIVE_WELLNESS -> Wellbeing Intelligence -> holistic_health_signals"
LEARNING_PSYCHOLOGY,1,GREEN,1,"approval_seeking_signals","Social Intelligence",40,0.217,"dependence external validation","Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence","LEARNING_PSYCHOLOGY -> Social Intelligence -> approval_seeking_signals"
LEARNING_PSYCHOLOGY,1,GREEN,2,"influence_sensitivity_signals","Social Intelligence",40,0.2013,"dependence external validation","Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency","LEARNING_PSYCHOLOGY -> Social Intelligence -> influence_sensitivity_signals"
LEARNING_PSYCHOLOGY,1,GREEN,3,"dependency_decision_signals","Decision Intelligence",40,0.1966,"dependence external validation learn confidence","Chronic External Dependency Patterns | Learned Decision Helplessness | Indecisive External Looping | Dependency Based Hesitation | Dependency Based Identity Confusion","LEARNING_PSYCHOLOGY -> Decision Intelligence -> dependency_decision_signals"
LEARNING_OPTIMIZATION,1,GREEN,1,"adaptive_learning_signals","Learning Intelligence",40,0.2964,"difficulty learn optimization environment","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","LEARNING_OPTIMIZATION -> Learning Intelligence -> adaptive_learning_signals"
LEARNING_OPTIMIZATION,1,GREEN,2,"structured_learning_signals","Learning Intelligence",40,0.1725,"learn environment optimization","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","LEARNING_OPTIMIZATION -> Learning Intelligence -> structured_learning_signals"
LEARNING_OPTIMIZATION,1,GREEN,3,"reflective_learning_signals","Learning Intelligence",40,0.1539,"learn optimization","Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization","LEARNING_OPTIMIZATION -> Learning Intelligence -> reflective_learning_signals"
EXPLORATORY_LEARNING,1,GREEN,1,"curiosity_driven_learning_signals","Learning Intelligence",40,0.3176,"curiosity exploratory learn driven self","Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement","EXPLORATORY_LEARNING -> Learning Intelligence -> curiosity_driven_learning_signals"
EXPLORATORY_LEARNING,1,GREEN,2,"self_learning_signals","Learning Intelligence",40,0.2758,"curiosity learn exploratory self driven","Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity","EXPLORATORY_LEARNING -> Learning Intelligence -> self_learning_signals"
EXPLORATORY_LEARNING,1,GREEN,3,"learning_drive_signals","Motivational Intelligence",40,0.2754,"curiosity exploratory learn driven self","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","EXPLORATORY_LEARNING -> Motivational Intelligence -> learning_drive_signals"
COGNITIVE_AWARENESS,1,YELLOW,1,"flexibility_signals","Adaptive Intelligence",40,0.1425,"style solv problem cognitive","Transformational Adaptation Capacity | Strategy Modification Capacity | Cognitive Rigidity Resistance | Cognitive Restructuring Capacity | Adaptive Complexity Navigation","COGNITIVE_AWARENESS -> Adaptive Intelligence -> flexibility_signals"
COGNITIVE_AWARENESS,1,YELLOW,2,"personal_values_signals","Identity Intelligence",40,0.1421,"personal awarenes","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","COGNITIVE_AWARENESS -> Identity Intelligence -> personal_values_signals"
COGNITIVE_AWARENESS,1,YELLOW,3,"individuality_signals","Identity Intelligence",40,0.1386,"personal style awarenes","Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability","COGNITIVE_AWARENESS -> Identity Intelligence -> individuality_signals"
GROWTH_REFLECTION,1,GREEN,1,"setback_response_signals","Resilience Intelligence",40,0.2286,"setback reflection after growth","Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection","GROWTH_REFLECTION -> Resilience Intelligence -> setback_response_signals"
GROWTH_REFLECTION,1,GREEN,2,"rejection_response_signals","Performance Intelligence",40,0.167,"reflection after setback growth","Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure","GROWTH_REFLECTION -> Performance Intelligence -> rejection_response_signals"
GROWTH_REFLECTION,1,GREEN,3,"recovery_growth_signals","Resilience Intelligence",40,0.1578,"growth reflection setback after","Transformational Recovery Growth | Resilience Wisdom Accumulation | Long Term Resilience Evolution | Adversity Inspired Maturity | Persistence After Failure","GROWTH_REFLECTION -> Resilience Intelligence -> recovery_growth_signals"
SELF_PROGRESS,1,YELLOW,1,"personal_values_signals","Identity Intelligence",40,0.1356,"personal self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_PROGRESS -> Identity Intelligence -> personal_values_signals"
SELF_PROGRESS,1,YELLOW,2,"growth_orientation_signals","Motivational Intelligence",40,0.1342,"improvement track self","Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement","SELF_PROGRESS -> Motivational Intelligence -> growth_orientation_signals"
SELF_PROGRESS,1,YELLOW,3,"work_life_balance_signals","Wellbeing Intelligence",40,0.1324,"personal inability self","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","SELF_PROGRESS -> Wellbeing Intelligence -> work_life_balance_signals"
ATTENTION_REFLECTION,1,YELLOW,1,"multitasking_signals","Executive Function Intelligence",40,0.2113,"multitask attention","Adaptive Multitask Resilience | Multitask Operational Synchronization | Multitask Prioritization Accuracy | Operational Flow Coordination | Multitask Completion Consistency","ATTENTION_REFLECTION -> Executive Function Intelligence -> multitasking_signals"
ATTENTION_REFLECTION,1,YELLOW,2,"multitasking_performance_signals","Performance Intelligence",40,0.2101,"multitask attention","Operational Parallelism Capacity | Strategic Multitask Orchestration | Simultaneous Priority Management | Multitask Stress Tolerance | Multitask Completion Discipline","ATTENTION_REFLECTION -> Performance Intelligence -> multitasking_performance_signals"
ATTENTION_REFLECTION,1,YELLOW,3,"self_awareness_signals","Identity Intelligence",40,0.1556,"limitation reflection","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","ATTENTION_REFLECTION -> Identity Intelligence -> self_awareness_signals"
EMOTIONAL_LEARNING,1,YELLOW,1,"adaptive_learning_signals","Learning Intelligence",40,0.1763,"difficulty learn","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","EMOTIONAL_LEARNING -> Learning Intelligence -> adaptive_learning_signals"
EMOTIONAL_LEARNING,1,YELLOW,2,"decision_leadership_signals","Leadership Intelligence",20,0.1364,"impact emotional","Decisive Crisis Leadership | Transformational Decision Leadership | Ethical Decision Integrity | Pressure Decision Stability | Long Term Decision Foresight","EMOTIONAL_LEARNING -> Leadership Intelligence -> decision_leadership_signals"
EMOTIONAL_LEARNING,1,YELLOW,3,"strategic_decision_signals","Decision Intelligence",40,0.1258,"impact","Transformational Decision Engineering | Transformational Change Decisioning | Visionary Decision Architecture | Ethical Strategic Decisioning | Strategic Signal Evaluation","EMOTIONAL_LEARNING -> Decision Intelligence -> strategic_decision_signals"
FUTURE_LEARNING,1,GREEN,1,"professional_competency_signals","Employability Intelligence",40,0.2785,"competency awarenes learn","Elite Execution Reliability | Applied Technical Competence | Precision Oriented Work Behavior | Technical Execution Accuracy | Technical Tool Mastery","FUTURE_LEARNING -> Employability Intelligence -> professional_competency_signals"
FUTURE_LEARNING,1,GREEN,2,"future_planning_signals","Career Intelligence",40,0.1981,"competency future long term awarenes learn","Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment","FUTURE_LEARNING -> Career Intelligence -> future_planning_signals"
FUTURE_LEARNING,1,GREEN,3,"adaptability_signals","Adaptive Intelligence",40,0.1551,"competency awarenes learn future","Transformational Adaptability | Flexibility Under Pressure | Uncertainty Navigation Capacity | Cognitive Flexibility Index | Ambiguity Tolerance Strength","FUTURE_LEARNING -> Adaptive Intelligence -> adaptability_signals"
TEAM_LEARNING,1,GREEN,1,"adaptive_learning_signals","Learning Intelligence",40,0.2649,"difficulty learn skill collaborative","Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching","TEAM_LEARNING -> Learning Intelligence -> adaptive_learning_signals"
TEAM_LEARNING,1,GREEN,2,"skill_gap_signals","Learning Intelligence",40,0.2155,"skill learn","Employability Readiness Gap | Technical Skill Deficiency | Industry Alignment Gap | Analytical Reasoning Gap | Problem Solving Gap","TEAM_LEARNING -> Learning Intelligence -> skill_gap_signals"
TEAM_LEARNING,1,GREEN,3,"self_learning_signals","Learning Intelligence",40,0.1722,"learn skill","Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity","TEAM_LEARNING -> Learning Intelligence -> self_learning_signals"
GROWTH_TRACKING,1,GREEN,1,"growth_orientation_signals","Motivational Intelligence",40,0.2498,"improvement growth track","Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement","GROWTH_TRACKING -> Motivational Intelligence -> growth_orientation_signals"
GROWTH_TRACKING,1,GREEN,2,"growth_leadership_signals","Leadership Intelligence",40,0.2138,"improvement growth","Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement","GROWTH_TRACKING -> Leadership Intelligence -> growth_leadership_signals"
GROWTH_TRACKING,1,GREEN,3,"self_reflection_signals","Cognitive Intelligence",40,0.1392,"improvement track growth","Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning","GROWTH_TRACKING -> Cognitive Intelligence -> self_reflection_signals"
SELF_EVALUATION,1,GREEN,1,"personal_values_signals","Identity Intelligence",40,0.2428,"personal self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_EVALUATION -> Identity Intelligence -> personal_values_signals"
SELF_EVALUATION,1,GREEN,2,"self_awareness_signals","Identity Intelligence",40,0.179,"personal self","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","SELF_EVALUATION -> Identity Intelligence -> self_awareness_signals"
SELF_EVALUATION,1,GREEN,3,"self_definition_signals","Identity Intelligence",40,0.1775,"personal self","Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth","SELF_EVALUATION -> Identity Intelligence -> self_definition_signals"
