concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_MOT_978,Handling New Workplace Expectations,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,New Industry Expectation Anxiety
CONCERN_MOT_990,Rebuilding Professional Reputation,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Career Growth,Reputation Rebuilding Anxiety
CONCERN_MUL_1582,Fear of lagging behind peers in career progress,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""comparison"" → Behavior; label cue ""fear"" → Problem",Career Timeline Anxiety,Timeline Comparison Stress
CONCERN_ORG_1166,Visibility into Leadership Readiness Among Students,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""readiness"" → Capability",Leadership & Ownership,Leadership Potential Detection Weakness
CONCERN_ORG_1179,Balancing Academic Excellence with Student Wellbeing,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Excellence-Wellbeing Conflict
CONCERN_ORG_1184,Identify Communication Anxiety Among Students,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""communication"" → Capability; category token ""confidence"" → Capability; label cue ""communication"" → Capability; label cue ""anxiety"" → Problem",Communication & Expression,Communication Confidence Blindness
CONCERN_ORG_1204,Detect Student Confidence Collapse Early,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability; label cue ""collapse"" → Outcome","Confidence, Self-Concept & Comparison",Confidence Visibility Deficit
CONCERN_ORG_1212,Detect Emotional Safety Differences Across Classrooms,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Emotional Regulation,Emotional Safety Visibility Weakness
CONCERN_ORG_1225,Detecting Classroom Participation Anxiety,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""anxiety"" → Problem; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Communication & Expression,Participation Anxiety Blindness
CONCERN_ORG_1279,Long-Term Learning Progression,Problem,0.92,"concern_category ends in ""blindness"" → Problem; label cue ""difficulty"" → Problem",Academic Growth,Longitudinal Learning Blindness
CONCERN_ORG_1296,Visibility into Student Behavioral Pattern Changes,Problem,0.92,"concern_category ends in ""blindness"" → Problem","Discipline, Habits & Consistency",Behavioral Change Blindness
CONCERN_ORG_1344,Measure Student Emotional Resilience During Career Uncertainty,Problem,0.92,"concern_category ends in ""blindness"" → Problem; label cue ""resilience"" → Capability",Emotional Recovery,Career Uncertainty Blindness
CONCERN_OVE_2316,Hidden Emotional Distress Behind Good Performance,Problem,0.7,"category token ""distress"" → Problem; label cue ""distress"" → Problem",Over-Compliance Risk,Hidden Distress Masking
CONCERN_OVE_2317,Child Suppressing Negative Emotions to Avoid Conflict,Risk,0.92,"concern_category ends in ""risk"" → Risk; category token ""suppression"" → Behavior; label cue ""conflict"" → Problem",Over-Compliance Risk,Emotional Suppression Risk
CONCERN_OVE_2318,Excessive Fear of Making Mistakes,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Mistake Anxiety
CONCERN_OVE_2337,Students Unable to Sustain Attention in Class,Problem,0.92,"concern_category ends in ""instability"" → Problem",Academic & Cognitive Effectiveness,Classroom Attention Instability
CONCERN_OWN_435,Recovering Emotionally from Workplace Mistakes,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Emotional Recovery,Workplace Error Recovery Weakness
CONCERN_PAR_1363,classroom participation,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Classroom Engagement,Participation Deficit
CONCERN_PER_1359,Fear of mathematics and science,Problem,0.55,"label cue ""fear"" → Problem",Subject Anxiety,Subject Phobia
CONCERN_PER_1401,Uncertainty about future-proof careers,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Future Workforce Readiness,Future Uncertainty
CONCERN_PER_1409,motivation to pursue long-term goals,Outcome,0.92,"concern_category ends in ""decline"" → Outcome",Growth Mentoring,Motivation Decline
CONCERN_PER_1411,resilience after setbacks,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""resilience"" → Capability; label cue ""resilience"" → Capability",Emotional Development,Resilience Deficit
CONCERN_PER_1414,emotional regulation during conflicts,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""regulation"" → Capability",Student Behaviour,Emotional Instability
CONCERN_PER_1426,ethical judgment and integrity awareness,Risk,0.92,"concern_category ends in ""risk"" → Risk; label cue ""awareness"" → Capability",Character Development,Integrity Risk
CONCERN_PER_1431,self-awareness about strengths and weaknesses,Problem,0.92,"concern_category ends in ""gap"" → Problem; label cue ""weaknesses"" → Problem",Personal Insight,Self-Awareness Gap
CONCERN_PER_1432,Excessive comparison with peers,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""comparison"" → Behavior; label cue ""comparison"" → Behavior",Emotional Wellbeing,Comparison Anxiety
CONCERN_PER_1440,Emotional outbursts during academic stress,Problem,0.92,"concern_category ends in ""dysregulation"" → Problem; label cue ""stress"" → Problem",Student Regulation,Emotional Dysregulation
CONCERN_PER_1461,academic uncertainty,Problem,0.92,"concern_category ends in ""intolerance"" → Problem; label cue ""difficulty"" → Problem",Psychological Adaptation,Uncertainty Intolerance
CONCERN_PER_1476,conflict management among student leaders,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""conflict"" → Problem; label cue ""conflict"" → Problem; label cue ""management"" → Capability",Leadership Dynamics,Conflict Instability
CONCERN_PER_1495,ethical leadership orientation,Capability,0.55,"label cue ""leadership"" → Capability",Values-Based Leadership,Ethical Drift
CONCERN_PER_1501,Overdependence on external validation,Trait,0.92,"concern_category ends in ""dependency"" → Trait",Emotional Development,Validation Dependency
CONCERN_PER_1503,Fear of expressing authentic identity,Behavior,0.92,"concern_category ends in ""suppression"" → Behavior; label cue ""fear"" → Problem",Identity Confidence,Identity Suppression
CONCERN_PER_1514,understanding social strengths and weaknesses,Problem,0.55,"label cue ""understanding"" → Capability; label cue ""weaknesses"" → Problem; label cue ""difficulty"" → Problem",Social Self-Awareness,Social Blind Spots
CONCERN_PER_1518,adaptability to changing environments,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability; label cue ""adaptability"" → Capability",Adaptive Development,Adaptability Weakness
CONCERN_PER_1523,Students ignoring non-academic dimensions of identity,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Holistic Development,Identity Narrowing
CONCERN_PER_1530,Dependence on external validation for confidence,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""dependence"" → Trait; label cue ""confidence"" → Capability",Emotional Development,Validation Dependency
CONCERN_PER_1533,recognize behavioral patterns,Problem,0.92,"concern_category ends in ""blindness"" → Problem",Behavioral Awareness,Pattern Blindness
CONCERN_PER_1547,Inconsistent self-discipline affecting growth,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""discipline"" → Capability",Self-Management,Discipline Instability
CONCERN_PER_1549,resilience after setbacks,Risk,0.92,"concern_category ends in ""fragility"" → Risk; label cue ""resilience"" → Capability",Recovery Capability,Recovery Fragility
CONCERN_PER_1552,aligning actions with goals,Problem,0.92,"concern_category ends in ""disconnect"" → Problem; label cue ""difficulty"" → Problem",Goal Alignment,Goal-Behavior Disconnect
CONCERN_PER_1568,Fear of failure influencing career choices,Problem,0.43,"label cue ""fear"" → Problem; label cue ""failure"" → Outcome",Career Risk Analysis,Fear-Driven Career Choice
CONCERN_PER_1600,awareness of cognitive fatigue,Risk,0.92,"concern_category ends in ""risk"" → Risk; category token ""exhaustion"" → Outcome; label cue ""awareness"" → Capability; label cue ""fatigue"" → Outcome",Cognitive Wellness,Cognitive Exhaustion Risk
CONCERN_PER_1610,identifying emotional impact on learning,Problem,0.92,"concern_category ends in ""disconnect"" → Problem; label cue ""difficulty"" → Problem",Emotional Learning Reflection,Emotion-Learning Disconnect
CONCERN_PER_1623,Emotional breakdown after negative feedback,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait; label cue ""breakdown"" → Outcome",Self-Regulation,Feedback Sensitivity
CONCERN_PER_1631,accepting weaknesses constructively,Problem,0.55,"label cue ""weaknesses"" → Problem; label cue ""difficulty"" → Problem",Self-Acceptance,Defensive Reflection
CONCERN_PER_1636,recognizing personal progress milestones,Problem,0.92,"concern_category ends in ""blindness"" → Problem; label cue ""difficulty"" → Problem",Growth Recognition,Milestone Blindness
CONCERN_PLA_1325,Student Adaptability for Dynamic Careers,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""adaptability"" → Capability; label cue ""adaptability"" → Capability; label cue ""difficulty"" → Problem",Adaptive Learning,Career Adaptability Blindness
CONCERN_PLA_1340,Detect Student Fear of Interviews and Assessments,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""anxiety"" → Problem; label cue ""fear"" → Problem",Emotional Regulation,Interview Anxiety Blindness
CONCERN_POT_1538,personal progress objectively,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem; label cue ""difficulty"" → Problem",Growth Measurement,Progress Ambiguity
CONCERN_PRO_1417,communication and interpersonal behaviour,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""communication"" → Capability; label cue ""communication"" → Capability",Social Capability,Communication Deficit
CONCERN_PRO_1485,vision and long-term thinking,Problem,0.92,"concern_category ends in ""blindness"" → Problem; label cue ""thinking"" → Capability",Strategic Leadership,Strategic Blindness
CONCERN_PRO_1615,assessing readiness for higher-level learning,Problem,0.92,"concern_category ends in ""misjudgment"" → Problem; category token ""readiness"" → Capability; label cue ""readiness"" → Capability; label cue ""difficulty"" → Problem",Academic Transition Reflection,Readiness Misjudgment
CONCERN_PRO_1635,Fear of self-reflection due to insecurity,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; label cue ""fear"" → Problem; label cue ""insecurity"" → Problem",Personal Insight,Reflection Avoidance
CONCERN_PSY_1462,Overreaction to minor academic setbacks,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait",Emotional Response,Setback Sensitivity
CONCERN_PUR_1522,self-discipline and accountability,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Personal Effectiveness,Self-Management Deficit
CONCERN_PUR_1585,Uncertainty about balancing work-life priorities,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Lifestyle-Career Reflection,Lifestyle Alignment Concern
CONCERN_PUR_1647,Academic Focus,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic & Cognitive Effectiveness,Attention & Focus
CONCERN_REC_1447,ownership toward learning,Problem,0.92,"concern_category ends in ""gap"" → Problem; label cue ""ownership"" → Capability",Responsibility Development,Accountability Gap
