Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Screen Distraction	Mastery	Yes	Metacog	Awareness	Time Expansion	Mastery State	12: Core	Temporal Gain	Do you feel like you have "more time" in a day than those around you?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Synthesis	First-Principle	Mastery State	9: Synthesis	Origin Logic	Do you form your own conclusions before reading what the internet says?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Minimalist Need	Mastery State	5: Sensory	Visual Purge	Do you feel physically uncomfortable when looking at a cluttered screen?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behavioral	Social	Human Presence	Mastery State	11: Meta	Core Link	When talking to others, is your phone essentially non-existent to you?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	11-18	Mastery	B, C
Screen Distraction	Mastery	No	Cognitive Development	Processing	Attention Toggle	Mastery State	10: Exec	Logic Switch	Can you switch between two complex tasks without any "switch cost"?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign Choice	Mastery State	12: Core	Agency Max	Do you feel you are the "Architect" of every hour you spend online?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Deep Consumption	Mastery State	9: Synthesis	Narrative Grip	Can you watch a 3-hour lecture and recount the core thesis perfectly?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behavioral	Habit	Evening Stillness	Mastery State	2: Physical	Bio-Harmony	Is your sleep unaffected by any digital events or news?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Spatial Mastery	Mastery State	7: Memory	Mind Palace	Can you visualize your entire digital file system without looking?	Difficulty	V. Hard	Hard	Neutral	Easy	V. Easy	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Ghosting Peace	Mastery State	11: Meta	Social Zen	Do you feel zero anxiety when leaving a message "on read" for days?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Screen Distraction	Mastery	Yes	Metacog	Awareness	Unified Self	Mastery State	12: Core	Integration	Do you feel the same level of "presence" online as you do offline?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Processing	Instant Flow	Mastery State	1: Duration	Start Speed	Can you enter a state of "Deep Work" in under 60 seconds?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Algorithm Shield	Mastery State	3: Impulse	Loop Break	Do you find "recommended" content boring compared to your own goals?	Agreement	Strongly Dis.	Disagree	Neutral	Agree	Strongly Agr.	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behavioral	Social	Attention Gift	Mastery State	11: Meta	Gaze Control	When someone speaks, can you give 100% eye contact for 5+ mins?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	5-18	Mastery	A, B, C
Screen Distraction	Mastery	No	Cognitive Development	Internal Drift	Mindful Pivot	Mastery State	12: Core	Drift Mastery	Can you "watch" a distracting thought pass by without acting on it?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Awareness	Digital Satiety	Mastery State	12: Core	Limit Mastery	Do you instinctively know exactly when a digital session has lost value?	Frequency	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Processing	Immersion	Mastery State	1	Flow Entry	Deep immersion in tasks even in noisy digital environments?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Tool Agnost.	Mastery State	3	UI Neutral	Could you switch to a 10-yr-old phone without losing productivity?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behavioral	Habit	Reflex Delet.	Mastery State	10	Motor Sil.	Do you feel zero "phantom vibrates" all day long?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Schema	Mastery State	7	Mental Stor	Can you recall meeting details without using a search bar?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Awareness	Sovereign	Mastery State	12	Agency Max	Do you "invite" technology in, rather than it "intruding"?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Approval	Mastery State	11	Social Zen	Self-worth disconnected from digital likes/engagement?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.9	Linear	15-18	Mastery	C
Screen Distraction	Mastery	No	Physio	Alertness	Neural Quiet	Mastery State	2	Bio-Rhythm	Can you fall asleep within 15 mins of putting down a screen?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Synthesis	Logic Synth	Mastery State	9	Schema	Explain complex concept read online in your own words?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Guard	Mastery State	9	Context	Finish a 50-page digital report without opening other tabs?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Lapse Zero	Mastery State	12	Drift Imm.	Look through distractions without stopping current work?	Frequency	Never	Rare	Somet	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Social	Modeling	Mastery State	11	Social Anc	Presence inspires others to put their phones away?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.6	Linear	11-18	Mastery	B, C
Screen Distraction	Mastery	No	Digital	Connect	Fasting	Mastery State	10	Offline	Work full 8-hour day without internet connection?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Drift	Boredom	Mastery State	11	Void	Value "doing nothing" as a vital part of productive day?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Sensory	Gating	Mastery State	5	Input	Ignore flashing screen in peripheral while working?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Time	Mastery State	12	Chronos	Master of time rather than a victim of schedules?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Process	Parallel	Mastery State	8	Multi	Handle 3 digital threads without losing primary goal?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Aesthetic	Mastery State	3	UI Detach	UI designed for utility with zero dopamine hooks?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.5	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Disconnect	Mastery State	10	Power Down	Shut down device mid-activity with no withdrawal?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Grip	Mastery State	7	Recall	Recall a digital fact 24h later without re-googling?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Purpose	Mastery State	12	Intent	Is every click you make backed by a conscious "why"?	Frequency	Never	Rare	Somet	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Presence	Mastery State	11	Echo	Leave viral convo without needing to have a say?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	15-18	Mastery	C
Screen Distraction	Mastery	No	Physio	Alert	Bio-Sync	Mastery State	2	Neural Load	Brain feels fresher at 5 PM than it did at 9 AM?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Synth	Origin	Mastery State	9	Forge	Develop ideas before checking others online?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Sensory	Gating	Mastery State	5	Signal	Work in a café with music and not hear lyrics?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Sovereign	Mastery State	12	Unified	Digital self aligned with ideal self?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Process	Recovery	Mastery State	1	Flow	Return to deep task in <10s after unavoidable break?	Speed	>2m	1m	30s	15s	<10s	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Filter	Mastery State	10	Mission	Ignore 90% of feed because it doesn't serve mission?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Social	Courage	Mastery State	11	Bound	Tell superior "I'll respond during email block"?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Satiety	Mastery State	12	Profile	Delete social profile if it stops serving growth?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Physio	Alert	Recovery	Mastery State	2	Reset	Reset energy with 5 mins screen-free breath?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Creation	Mastery State	10	Ratio	Prioritize Creation over Consumption 4:1?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Env	Spatial	Mastery State	10	Reference	Organize room without looking at digital reference?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.4	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Process	Shift	Mastery State	10	Empathy	Shift from Digital to Face-to-Face instantly?	Speed	>1m	30s	15s	5s	Instant	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Density	Mastery State	7	Quotes	Quote main argument of last 3 books read digitally?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Core	Mastery State	12	Whole	Feel whole without devices for 48 hours?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Indiff	Mastery State	10	Battery	Same level of peace whether battery is 1% or 100%?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Red Dot	Mastery State	3	Bubble	Look at red notification and not clear it for a week?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Scrolling	Mastery State	3	Physical	Does "scrolling" feel physically unpleasant now?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Process	Extend	Mastery State	1	Session	High-quality Deep Work for 4 hours straight?	Frequency	Never	Rare	Monthly	Weekly	Daily	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Meta-Corr	Mastery State	12	Catch	Catch distraction-reflex before hand even moves?	Frequency	Never	Rare	Somet	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Metacog	Value	Agency	Mastery State	12	Currency	Treat attention as more valuable than money?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Stoicism	Mastery State	11	Viewers	Go week without checking "who viewed your story"?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Screen Distraction	Mastery	No	Behav	Habit	Frust.	Mastery State	12	Buffer	Wait for slow computer with zero internal frustration?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Sensory	Wisdom	Mastery State	5	Mood	Detect Blue Light effect on mood before headache?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Pivot	Mastery State	12	Satiety	Use phone for fun and stop moment fun ends?	Frequency	Never	Rare	Somet	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Diet	Mastery State	10	Timeless	Avoid Breaking News for Timeless Wisdom?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Logic	Shield	Mastery State	3	Clickbait	Spot Clickbait and feel zero curiosity?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Speed	Mastery State	10	Retrieval	Find file in 5-year archive in <30 seconds?	Speed	>5m	2m	1m	30s	<15s	(+)	1.5	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Social	Depth	Mastery State	11	Presence	When with someone, is phone a "paperweight"?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Core	Mastery State	12	Sovereign	Programmer of your life, not the Program?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Stillness	Mastery State	11	Train	Ride train 2h with no phone/book/music?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Media	Satiety	Mastery State	10	Research	Feel satisfied after 10 mins of intentional research?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Schema	Mastery State	7	Map	Draw mind-map of project from memory alone?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Sensory	Immunity	Mastery State	5	TV Room	Study in room where someone watches video?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Chronos	Mastery State	12	Ownership	Feel like you "own" 24 hours every single day?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Utility	Mastery State	10	Health	Only have apps contributing to health/wealth?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Sleep	Mastery State	2	Car	Leave phone in car overnight with no "miss"?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Process	Flow	Mastery State	1	Master	Masterpiece session (4h) every single day?	Frequency	Never	Rare	Monthly	Weekly	Daily	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Autonomy	Mastery State	11	Loop	Ignore group chat for 48h with no "out"?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	15-18	Mastery	C
Screen Distraction	Mastery	Yes	Metacog	Aware	Choice	Mastery State	12	Morning	Decide what to think before opening eyes?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Habit	Calm	Mastery State	11	Heart	Heart rate low during 50 notifications?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Logic	Learning	Mastery State	12	Speed	Learn new digital tool in half time of peers?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.8	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Cognitive Development	Memory	Density	Mastery State	7	Timeline	Recount timeline of digital work over 7 days?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Sensory	Fatigue	Mastery State	5	Break	6th sense for when eyes need 10m break?	Frequency	Never	Rare	Somet	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Screen Distraction	Mastery	Yes	Metacog	Aware	Agency	Mastery State	12	Alive	Feel more Alive when devices are turned off?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	UI/UX	Logic	Mastery State	10	Text	Complete work using only Text-only interface?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.7	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Behav	Social	Moat	Mastery State	11	Trends	Zero pressure to follow Digital Trends?	Agreement	S. Dis	Dis	Neut	Agr	S. Agr	(+)	1.8	Linear	11-18	Mastery	B, C
Screen Distraction	Mastery	No	Cognitive Development	Process	Precision	Mastery State	8	Error	Write 500-word piece without single backspace?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.9	Linear	19+	Mastery	D
Screen Distraction	Mastery	No	Digital	Social	Ego	Mastery State	11	Comments	Post unpopular truth and not check comments?	Difficulty	V. Hard	Hard	Neut	Easy	V. Easy	(+)	1.9	Linear	19+	Mastery	D
