concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_CON_1877,Social & Emotional Intelligence,Child Becoming Overly Competitive with Siblings,Child Becoming Overly Competitive with Siblings,Sibling competition,Medium,Medium,Stable,Medium,P3,Family comparison culture,Parent,Family Adjustment,Sibling Rivalry,Relationship Intelligence,Comparison Patterns,Emotional Harmony,Family Competition,Healthy Relationship Coaching,Emotional Balance,SOCIAL_EMOTIONAL,8,18,1877
CONCERN_SOC_1878,Examination Stress & Emotional Regulation,Weak Adaptability to Failure,Adaptability to Failure,Handling failure,High,High,Rising,High,P1,Low resilience development,Parent,Recovery Intelligence,Failure Intolerance,Emotional Intelligence,Recovery Delay,Emotional Recovery,Fragile Coping Patterns,Resilience Coaching,Failure Recovery,EXAMINATION_STRESS,10,22,1878
CONCERN_EXA_1879,Social & Emotional Intelligence,Child Constantly Seeking Attention,Child Constantly Seeking Attention,Attention-seeking behaviour,Medium,Medium,Stable,Medium,P3,Emotional validation gaps,Parent,Emotional Development,Attention-Seeking Behavior,Behavioral Intelligence,Validation Seeking,Emotional Stability,Emotional Neglect Patterns,Emotional Validation Coaching,Healthy Self-Worth,SOCIAL_EMOTIONAL,6,16,1879
CONCERN_SOC_1880,Social & Emotional Intelligence,Lack of Healthy Friendships,Healthy Friendships,Healthy friendships,Medium-High,Medium,Rising,High,P2,Social isolation,Parent,Relationship Skills,Unhealthy Social Connections,Relationship Intelligence,Friendship Instability,Relationship Quality,Emotional Isolation,Friendship Coaching,Healthy Relationships,SOCIAL_EMOTIONAL,10,22,1880
CONCERN_SOC_1881,Lifestyle & Pressure Environment,Child Becoming Too Emotionally Sensitive Online,Child Becoming Too Emotionally Sensitive Online,Emotional sensitivity on social media,Medium,Medium,Rising,Medium,P2,Comment/reaction dependency,Parent,Digital Emotional Regulation,Online Emotional Sensitivity,Emotional Intelligence,Reaction Sensitivity,Emotional Stability,External Validation Dependency,Emotional Regulation Coaching,Digital Emotional Resilience,LIFESTYLE_PRESSURE,10,24,1881
CONCERN_LIF_1882,"Confidence, Self-Concept & Comparison",Child Obsessing Over Appearance,Child Obsessing Over Appearance,Appearance obsession,Medium-High,High,Rising Fast,High,P1,Social media beauty standards,Parent,Body Image Awareness,Appearance Obsession,Emotional Intelligence,Body Comparison,Self-Esteem Stability,Beauty Standard Pressure,Body Positivity Coaching,Healthy Self-Image,CONFIDENCE_SELF,12,24,1882
CONCERN_CON_1883,"Confidence, Self-Concept & Comparison",Low Body Image Confidence,Body Image Confidence,Body image confidence,High,High,Rising,High,P1,Appearance comparison,Parent,Body Image Awareness,Body Image Insecurity,Emotional Intelligence,Self-Image Instability,Confidence Stability,Social Comparison,Confidence Reinforcement,Positive Self-Identity,CONFIDENCE_SELF,12,24,1883
CONCERN_CON_1884,Lifestyle & Pressure Environment,Child Becoming Addicted to Short Video Platforms,Child Becoming Addicted to Short Video Platforms,Short video addiction,Very High,High,Rapidly Rising,High,P1,Reels/shorts addiction,Parent,Digital Lifestyle,Short-Video Addiction,Behavioral Intelligence,Dopamine Consumption,Attention Stability,Instant Gratification Conditioning,Digital Detox Coaching,Healthy Media Consumption,LIFESTYLE_PRESSURE,8,22,1884
CONCERN_LIF_1885,Academic & Cognitive Effectiveness,Child Avoiding Deep Learning Activities,Child Avoiding Deep Learning Activities,Avoiding serious learning,High,Medium,Rising,Medium,P2,Short attention span,Parent,Deep Learning Development,Surface Learning Preference,Cognitive Intelligence,Reduced Cognitive Depth,Learning Engagement,Attention Fragmentation,Deep Learning Coaching,Sustained Cognitive Engagement,ACADEMIC_COGNITIVE,10,22,1885
CONCERN_ACA_1886,Academic & Cognitive Effectiveness,Child Forgetting Instructions Quickly,Child Forgetting Instructions Quickly,Forgetting instructions,Medium-High,Medium,Stable,Medium,P2,Cognitive overload,Parent,Cognitive Development,Weak Instruction Retention,Cognitive Intelligence,Recall Instability,Processing Accuracy,Attention Overload,Memory Reinforcement,Instruction Retention,ACADEMIC_COGNITIVE,6,18,1886
CONCERN_ACA_1887,Lifestyle & Pressure Environment,Child Unable to Stay Without Internet,Child Unable to Stay Without Internet,Internet dependency,High,High,Rising Fast,High,P1,Digital dependency,Parent,Digital Lifestyle,Internet Dependency,Behavioral Intelligence,Connectivity Dependence,Behavioral Stability,Digital Addiction,Digital Balance Coaching,Offline Adaptability,LIFESTYLE_PRESSURE,8,24,1887
CONCERN_LIF_1888,Lifestyle & Pressure Environment,Child Emotionally Disturbed by Social Media Trends,Child Emotionally Disturbed by Social Media Trends,Social media emotional impact,Medium,Medium,Rising,Medium,P2,Viral comparison culture,Parent,Social Validation,Trend-Induced Emotional Stress,Emotional Intelligence,Emotional Reactivity,Self-Worth Stability,Viral Comparison Pressure,Media Literacy Coaching,Emotional Awareness,LIFESTYLE_PRESSURE,10,24,1888
CONCERN_LIF_1889,Social & Emotional Intelligence,Child Becoming Too Influenced by Peer Opinions,Child Becoming Too Influenced by Peer Opinions,Influenced by peers,High,Medium,Stable,Medium,P2,Social acceptance pressure,Parent,Social Comparison,Peer Influence Dependency,Social Intelligence,Social Conformity,Independent Thinking,Need for Acceptance,Independent Thinking Coaching,Self-Identity,SOCIAL_EMOTIONAL,10,22,1889
CONCERN_SOC_1890,"Confidence, Self-Concept & Comparison",Child Feeling Constantly Judged,Child Feeling Constantly Judged,Feeling judged by others,High,High,Rising,High,P1,Social anxiety escalation,Parent,Social Comparison,Judgment Sensitivity,Emotional Intelligence,Fear of Evaluation,Emotional Security,Social Comparison Conditioning,Social Confidence Coaching,Emotional Confidence,CONFIDENCE_SELF,12,24,1890
CONCERN_CON_1891,Examination Stress & Emotional Regulation,Weak Emotional Recovery After Criticism,Emotional Recovery After Criticism,Recovering from criticism,Medium-High,High,Rising,High,P1,Fragile confidence,Parent,Recovery Intelligence,Criticism Recovery Weakness,Emotional Intelligence,Emotional Recovery Delay,Resilience Capacity,Fragile Self-Esteem,Emotional Recovery Coaching,Emotional Resilience,EXAMINATION_STRESS,10,22,1891
CONCERN_EXA_1892,Examination Stress & Emotional Regulation,Child Showing Signs of Hopelessness,Child Showing Signs of Hopelessness,Hopelessness symptoms,Medium,Critical,Rising,Critical,P1,Emotional exhaustion,Parent,Crisis Intervention,Hopelessness Indicators,Emotional Intelligence,Emotional Collapse Risk,Crisis Stability,Chronic Emotional Fatigue,Psychological Support,Emotional Recovery,EXAMINATION_STRESS,13,24,1892
CONCERN_EXA_1893,Adjustment & Coping Capacity,Child Feeling Emotionally Unsafe at School,Child Feeling Emotionally Unsafe at School,Unsafe at school emotionally,Medium,High,Stable,High,P1,Toxic peer environments,Parent,School Adjustment,Emotional Safety Risk,Emotional Intelligence,School Anxiety,Social Security,Toxic Social Exposure,Safe Environment Coaching,Emotional Security,ADJUSTMENT_COPING,8,18,1893
CONCERN_ADJ_1894,Adjustment & Coping Capacity,Child Becoming Emotionally Avoidant,Child Becoming Emotionally Avoidant,Avoiding emotions,Medium,Medium,Rising,High,P2,Emotional suppression,Parent,Emotional Development,Emotional Avoidance,Emotional Intelligence,Emotional Withdrawal,Relationship Participation,Fear of Vulnerability,Emotional Openness Coaching,Emotional Expression,ADJUSTMENT_COPING,12,24,1894
CONCERN_ADJ_1895,"Discipline, Habits & Consistency",Child Struggling to Build Habits,Child Struggling to Build Habits,Habit-building difficulties,High,Medium,Rising,Medium,P2,Consistency challenges,Parent,Habit Formation,Habit Instability,Habit Intelligence,Routine Failure,Consistency Development,Poor Reinforcement Loops,Habit Formation Coaching,Behavioral Consistency,DISCIPLINE_HABITS,8,22,1895
CONCERN_DIS_1896,Academic Identity & Meaning,Child Constantly Switching Goals,Child Constantly Switching Goals,Frequently changing goals,Medium,Medium,Rising,Medium,P2,Lack of direction,Parent,Goal Orientation,Goal Instability,Strategic Intelligence,Direction Switching,Goal Persistence,Identity Uncertainty,Goal Alignment Coaching,Long-Term Focus,ACADEMIC_IDENTITY,14,24,1896
CONCERN_ACA_1897,"Motivation, Values & Responsibility",Child Avoiding Responsibility for Mistakes,Child Avoiding Responsibility for Mistakes,Not accepting mistakes,High,Medium,Stable,Medium,P2,Accountability gaps,Parent,Responsibility Development,Responsibility Avoidance,Behavioral Intelligence,Blame Shifting,Ownership Readiness,Fear of Consequences,Accountability Coaching,Personal Ownership,MOTIVATION_VALUES,8,20,1897
CONCERN_MOT_1898,"Motivation, Values & Responsibility",Child Becoming Overdependent on Motivation,Child Becoming Overdependent on Motivation,Motivation dependency,Medium,Medium,Rising,Medium,P2,Lack of self-discipline,Parent,Motivation Stability,Motivation Dependency,Behavioral Intelligence,Inconsistent Drive,Discipline Readiness,External Motivation Reliance,Discipline Coaching,Self-Driven Consistency,MOTIVATION_VALUES,12,24,1898
CONCERN_MOT_1899,"Discipline, Habits & Consistency",Child Unable to Handle Delayed Rewards,Child Unable to Handle Delayed Rewards,Lack of patience for rewards,High,Medium,Rising,Medium,P2,Instant gratification conditioning,Parent,Delayed Gratification,Reward Intolerance,Behavioral Intelligence,Impatience Patterns,Emotional Endurance,Dopamine Conditioning,Patience Coaching,Long-Term Persistence,DISCIPLINE_HABITS,8,20,1899
CONCERN_DIS_1900,"Confidence, Self-Concept & Comparison",Child Showing Emotional Fatigue from Constant Comparison,Child Showing Emotional Fatigue from Constant Comparison,Comparison fatigue,High,High,Rising,High,P1,Social + academic comparison,Parent,Social Comparison,Comparison Burnout,Emotional Intelligence,Emotional Exhaustion,Confidence Stability,Chronic Comparison Pressure,Confidence Recovery Coaching,Healthy Self-Worth,CONFIDENCE_SELF,12,24,1900
CONCERN_CON_1901,Social & Emotional Intelligence,Child Losing Interest in Real-World Relationships,Child Losing Interest in Real-World Relationships,Prefers online over real relationships,Medium-High,High,Rising,High,P1,Virtual-first socialization,Parent,Relationship Skills,Real-World Relationship Withdrawal,Relationship Intelligence,Offline Disengagement,Relationship Stability,Excessive Virtual Interaction,Social Reconnection Coaching,Healthy Relationships,SOCIAL_EMOTIONAL,10,24,1901
CONCERN_SOC_1902,Lifestyle & Pressure Environment,Child Becoming Emotionally Dependent on Online Communities,Child Becoming Emotionally Dependent on Online Communities,Online community dependency,Medium,High,Rising Fast,High,P1,Discord/gaming/social groups,Parent,Digital Community Exposure,Online Community Dependency,Social Intelligence,Virtual Belonging Dependence,Emotional Stability,Isolation from Real Communities,Balanced Social Coaching,Offline Social Integration,LIFESTYLE_PRESSURE,12,24,1902
CONCERN_LIF_1903,Lifestyle & Pressure Environment,Child Showing Signs of Digital Burnout,Child Showing Signs of Digital Burnout,Digital burnout,Medium-High,High,Rising,High,P1,Continuous screen exposure,Parent,Recovery Intelligence,Digital Burnout,Wellness Intelligence,Cognitive Fatigue,Recovery Stability,Excessive Digital Stimulation,Digital Recovery Coaching,Cognitive Recovery,LIFESTYLE_PRESSURE,12,24,1903
CONCERN_LIF_1904,Lifestyle & Pressure Environment,Child Refusing Offline Activities,Child Refusing Offline Activities,Avoiding offline activities,High,Medium,Rising,Medium,P2,Digital entertainment dominance,Parent,Lifestyle Balance,Offline Avoidance,Behavioral Intelligence,Reduced Physical Participation,Lifestyle Adaptability,Digital Dependency,Offline Engagement Coaching,Balanced Lifestyle,LIFESTYLE_PRESSURE,8,20,1904
CONCERN_LIF_1905,Academic & Cognitive Effectiveness,Child Losing Patience During Learning,Child Losing Patience During Learning,Impatient while learning,High,Medium,Rising,Medium,P2,Instant-content conditioning,Parent,Learning Discipline,Learning Frustration,Cognitive Intelligence,Reduced Learning Patience,Cognitive Persistence,Instant Gratification Conditioning,Learning Endurance Coaching,Sustained Learning,ACADEMIC_COGNITIVE,8,18,1905
CONCERN_ACA_1906,Examination Stress & Emotional Regulation,Child Becoming Hyper-Reactive to Feedback,Child Becoming Hyper-Reactive to Feedback,Overreacting to feedback,Medium-High,Medium,Rising,Medium,P2,Emotional fragility,Parent,Emotional Regulation,Feedback Reactivity,Emotional Intelligence,Emotional Overreaction,Feedback Adaptability,Fragile Emotional Stability,Emotional Regulation Coaching,Feedback Resilience,EXAMINATION_STRESS,10,22,1906
CONCERN_EXA_1907,Examination Stress & Emotional Regulation,Child Feeling Pressure to Succeed Early,Child Feeling Pressure to Succeed Early,Pressure to succeed early,High,High,Stable,High,P1,Early achievement expectations,Parent,Competitive Aspirant,Early Achievement Pressure,Emotional Intelligence,Performance Stress,Achievement Readiness,Unrealistic Expectations,Balanced Achievement Coaching,Sustainable Growth,EXAMINATION_STRESS,10,24,1907
CONCERN_EXA_1908,"Confidence, Self-Concept & Comparison",Child Constantly Comparing Lifestyle with Others,Child Constantly Comparing Lifestyle with Others,Comparing lifestyle with others,High,Medium,Rising Fast,Medium,P2,Social media exposure,Parent,Social Comparison,Lifestyle Comparison Anxiety,Emotional Intelligence,Social Envy,Self-Worth Stability,External Validation Conditioning,Confidence Reinforcement,Healthy Self-Identity,CONFIDENCE_SELF,12,24,1908
CONCERN_CON_1909,Lifestyle & Pressure Environment,Child Becoming Emotionally Overwhelmed by News & Media,Child Becoming Emotionally Overwhelmed by News & Media,News and media anxiety,Medium,Medium,Rising,Medium,P3,Information overload,Parent,Media Exposure Regulation,Media-Induced Emotional Stress,Emotional Intelligence,Information Anxiety,Emotional Stability,Continuous Negative Exposure,Media Literacy Coaching,Emotional Balance,LIFESTYLE_PRESSURE,12,24,1909
CONCERN_LIF_1910,Academic Identity & Meaning,Child Developing Fear of Missing Career Opportunities,Child Developing Fear of Missing Career Opportunities,Fear of missing career opportunities,Medium-High,High,Rising,High,P1,Competitive job market,Parent,Career Explorer,Career Opportunity Anxiety,Identity Intelligence,Career Uncertainty,Future Readiness,Economic Competition Pressure,Career Planning Coaching,Career Confidence,ACADEMIC_IDENTITY,15,25,1910
CONCERN_ACA_1911,Examination Stress & Emotional Regulation,Child Feeling Mentally Exhausted After School,Child Feeling Mentally Exhausted After School,Mentally tired after school,High,Medium,Rising,Medium,P2,Academic overload,Parent,Recovery Intelligence,Mental Fatigue,Wellness Intelligence,Cognitive Exhaustion,Recovery Stability,Academic Overload,Recovery Coaching,Mental Recovery,EXAMINATION_STRESS,8,18,1911
CONCERN_EXA_1912,Academic & Cognitive Effectiveness,Child Avoiding Difficult Subjects Completely,Child Avoiding Difficult Subjects Completely,Avoiding difficult subjects,High,Medium,Stable,Medium,P2,Fear-based avoidance,Parent,Learning Confidence,Subject Avoidance,Cognitive Intelligence,Academic Withdrawal,Learning Engagement,Fear of Failure,Subject Confidence Coaching,Learning Resilience,ACADEMIC_COGNITIVE,10,20,1912
CONCERN_ACA_1913,"Motivation, Values & Responsibility",Child Losing Interest in Long-Term Goals,Child Losing Interest in Long-Term Goals,No interest in long-term goals,Medium,Medium,Rising,High,P2,Short-term dopamine focus,Parent,Goal Orientation,Long-Term Goal Disengagement,Motivational Intelligence,Reduced Persistence,Goal Commitment,Instant Gratification Conditioning,Long-Term Vision Coaching,Goal Persistence,MOTIVATION_VALUES,14,24,1913
CONCERN_MOT_1914,Examination Stress & Emotional Regulation,Child Struggling with Emotional Consistency,Child Struggling with Emotional Consistency,Emotional ups and downs,Medium-High,Medium,Rising,Medium,P2,Emotional instability,Parent,Emotional Regulation,Emotional Variability,Emotional Intelligence,Mood Inconsistency,Emotional Stability,Stress Accumulation,Emotional Balance Coaching,Emotional Consistency,EXAMINATION_STRESS,10,22,1914
